175	2010-05-07T02:09:19Z	40.0773251304	116.6047966825	1042842
175	2010-05-07T02:08:51Z	40.0753787039	116.6015052795	733940
175	2010-05-07T02:07:27Z	40.0775460263	116.586227417	23254
599	2010-08-17T05:30:31Z	40.0775460263	116.586227417	23254
599	2010-08-13T21:00:13Z	40.0775460263	116.586227417	23254
599	2010-07-11T14:07:35Z	40.0775460263	116.586227417	23254
866	2010-10-12T23:45:27Z	40.0775460263	116.586227417	23254
866	2010-10-12T05:30:11Z	39.910719667	116.4719840884	1602161
866	2010-10-11T04:56:27Z	39.908733955	116.46602931	5315432
866	2010-10-08T05:04:12Z	39.90795028	116.4682489	2788324
866	2010-10-06T10:32:43Z	39.9288016091	116.4441132545	4210851
866	2010-10-06T10:32:05Z	39.9272513	116.4363963	1212192
866	2010-10-06T06:33:55Z	39.99611425	116.33701139	5018289
866	2010-10-06T06:31:21Z	39.992445135	116.34353271	3325200
866	2010-10-06T05:32:24Z	39.922439267	116.3325067	5016685
866	2010-10-06T05:29:37Z	39.91937589	116.32588654	909124
866	2010-10-05T10:03:31Z	39.9786633253	116.3091337681	1201764
866	2010-10-02T14:34:57Z	39.93475496	116.4491589	1515570
866	2010-10-02T14:34:48Z	39.9334144592	116.4480185509	937933
866	2010-09-30T07:05:47Z	39.90852621	116.47488519	4664386
866	2010-09-30T06:52:38Z	39.90875357	116.47208988	4664071
866	2010-09-30T05:59:37Z	39.90875357	116.47208988	4662983
866	2010-09-30T04:20:55Z	39.9080239766	116.4689060942	102320
866	2010-09-27T03:16:37Z	39.9080239766	116.4689060942	102320
866	2010-09-26T08:13:08Z	39.907208	116.443382	3892219
866	2010-09-26T08:12:57Z	39.90722835	116.44398534	3945585
866	2010-09-26T08:12:23Z	39.90722835	116.44398534	3945505
866	2010-09-26T07:03:56Z	39.895789828	116.463148628	1196838
866	2010-09-25T14:44:17Z	40.07985325	116.587440983	1813489
866	2010-09-10T12:22:42Z	39.9345322414	116.4486008545	849065
866	2010-09-10T04:23:16Z	39.903977151	116.446516723	1214932
866	2010-09-08T12:42:05Z	39.91280344	116.405490404	3340129
866	2010-09-08T12:39:53Z	39.91400957	116.40608221	1415643
866	2010-09-07T11:18:51Z	39.90577705	116.453689404	1202349
866	2010-09-07T05:04:06Z	39.908718123	116.469111337	2839170
866	2010-09-07T05:03:44Z	39.9080239766	116.4689060942	102320
866	2010-09-07T05:03:28Z	39.9083955578	116.4684544906	102323
866	2010-09-06T12:07:32Z	39.9090423584	116.4326629639	1165049
866	2010-09-02T05:35:29Z	39.9072379	116.472743467	1383159
866	2010-09-02T05:35:09Z	39.908718123	116.469111337	2839170
866	2010-09-01T11:19:00Z	39.9050286123	116.4476699832	894122
866	2010-09-01T05:24:05Z	39.90795028	116.4682489	2788324
866	2010-09-01T04:30:21Z	39.90783677	116.4695242	2839188
866	2010-09-01T04:28:49Z	39.906984764	116.468857174	2839176
866	2010-09-01T04:27:52Z	39.908718123	116.469111337	2839170
866	2010-09-01T04:26:48Z	39.905950505	116.469111443	2695737
866	2010-08-31T05:46:41Z	39.90795028	116.4682489	2788324
866	2010-08-31T05:41:34Z	39.9083955578	116.4684544906	102323
866	2010-08-31T03:24:19Z	39.997905425	116.38496805	2521529
866	2010-08-29T13:28:20Z	39.9336209	116.4492537	874965
866	2010-08-29T13:10:42Z	39.9342933749	116.4481570775	1160180
866	2010-08-28T12:51:16Z	39.9343643188	116.4492263794	881494
866	2010-08-28T06:22:54Z	39.8957944406	116.4631488339	1147091
866	2010-08-28T02:58:40Z	39.90862649	116.45465362	2588408
866	2010-08-28T02:56:15Z	39.90862649	116.45465362	2588394
866	2010-08-27T12:21:50Z	39.908313833	116.4764863	1370993
866	2010-08-27T12:21:34Z	39.90817844	116.47482734	919331
866	2010-08-27T05:47:56Z	39.909350629	116.465600116	2522505
866	2010-08-27T05:45:10Z	39.9080239766	116.4689060942	102320
866	2010-08-25T15:39:49Z	40.0775460263	116.586227417	23254
866	2010-08-09T03:12:22Z	40.0775460263	116.586227417	23254
866	2010-08-09T03:11:14Z	40.056993	116.6090722	942194
866	2010-08-09T03:10:56Z	40.0544375	116.6106171	1074279
866	2010-08-07T09:43:23Z	39.9078598556	116.4434909821	117328
866	2010-08-07T09:43:13Z	39.9069521111	116.4434032848	326694
866	2010-08-07T09:42:58Z	39.907892417	116.444007383	1510093
866	2010-08-07T09:42:28Z	39.907892417	116.444007383	1510095
866	2010-08-06T13:36:41Z	39.9090423584	116.4326629639	1165050
866	2010-08-06T09:55:59Z	39.90577705	116.453689404	1202345
866	2010-08-06T09:55:48Z	39.905988933	116.454108967	1324892
866	2010-08-05T06:54:44Z	39.90527945	116.45339202	1460052
866	2010-08-05T04:03:49Z	39.8957944406	116.4631488339	1147091
866	2010-08-04T07:02:56Z	39.9336335358	116.4492832334	646733
